Serial,date,time of year,Year,Hour,Day off,Weekday,Workingday,Weather,Temp,Feel_Temp, Humidity,Fog Density,Foreigners,Local,Total Visitors
1747,07-05-2011,2,0,23,0,6,0,1,0.5,0.4848,0.998912641,0.59,30,89,119
1748,08-05-2011,2,0,0,0,0,0,2,0.5,0.4848,1.039424876,0.59,22,78,100
1749,08-05-2011,2,0,1,0,0,0,2,0.52,0.5,1.053903307,0.55,8,56,64
1750,08-05-2011,2,0,3,0,0,0,1,0.46,0.4545,1.080975017,0.72,10,21,31
1751,08-05-2011,2,0,7,0,0,0,2,0.46,0.4545,1.150280282,0.82,8,15,23
1752,08-05-2011,2,0,9,0,0,0,1,0.56,0.5303,1.277117048,0.52,48,112,160
1753,08-05-2011,2,0,11,0,0,0,1,0.58,0.5455,1.264179638,0.49,142,198,340
1754,08-05-2011,2,0,12,0,0,0,1,0.6,0.6212,1.196293635,0.46,139,243,382
1755,08-05-2011,2,0,13,0,0,0,1,0.6,0.6212,1.208796529,0.49,166,224,390
1756,08-05-2011,2,0,14,0,0,0,1,0.6,0.6212,1.203379136,0.49,126,240,366
1757,08-05-2011,2,0,15,0,0,0,1,0.6,0.6212,1.208248156,0.49,128,230,358
1758,08-05-2011,2,0,16,0,0,0,1,0.6,0.6212,1.233985563,0.46,122,263,385
1759,08-05-2011,2,0,17,0,0,0,3,0.58,0.5455,1.248805012,0.49,106,245,351
1760,08-05-2011,2,0,19,0,0,0,1,0.56,0.5303,1.262382586,0.64,61,178,239
1761,08-05-2011,2,0,20,0,0,0,1,0.52,0.5,1.258144174,0.77,42,132,174
1762,08-05-2011,2,0,22,0,0,0,1,0.5,0.4848,1.267901486,0.88,29,86,115
1763,09-05-2011,2,0,1,0,1,1,1,0.44,0.4394,1.178795186,0.88,25,8,33
1764,09-05-2011,2,0,3,0,1,1,1,0.46,0.4545,1.121467539,0.82,0,7,7
1765,09-05-2011,2,0,4,0,1,1,1,0.42,0.4242,1.065460537,0.82,0,4,4
1766,09-05-2011,2,0,5,0,1,1,1,0.42,0.4242,1.06677686,0.77,0,23,23
1767,09-05-2011,2,0,6,0,1,1,1,0.44,0.4394,1.11986746,0.72,2,87,89
1768,09-05-2011,2,0,7,0,1,1,1,0.48,0.4697,0.984055669,0.63,16,221,237
1769,09-05-2011,2,0,8,0,1,1,1,0.52,0.5,0.974927049,0.55,23,351,374
1770,09-05-2011,2,0,10,0,1,1,1,0.56,0.5303,0.968799812,0.52,24,95,119
1771,09-05-2011,2,0,17,0,1,1,1,0.62,0.6212,0.978502672,0.38,59,539,598
1772,09-05-2011,2,0,18,0,1,1,1,0.62,0.6212,0.946706656,0.38,66,458,524
1773,09-05-2011,2,0,19,0,1,1,1,0.58,0.5455,0.886356473,0.43,45,339,384
1774,09-05-2011,2,0,23,0,1,1,1,0.5,0.4848,0.946191075,0.68,16,45,61
1775,10-05-2011,2,0,0,0,2,1,1,0.48,0.4697,0.942267926,0.63,6,12,18
1776,10-05-2011,2,0,1,0,2,1,1,0.46,0.4545,0.90758716,0.59,3,12,15
1777,10-05-2011,2,0,5,0,2,1,1,0.4,0.4091,0.907716291,0.66,1,28,29
1778,10-05-2011,2,0,8,0,2,1,2,0.5,0.4848,1.151339886,0.51,28,397,425
1779,10-05-2011,2,0,12,0,2,1,2,0.6,0.6212,1.178743003,0.38,47,170,217
1780,10-05-2011,2,0,14,0,2,1,2,0.62,0.6212,1.176432493,0.33,42,134,176
1781,10-05-2011,2,0,15,0,2,1,2,0.64,0.6212,1.17298651,0.33,28,152,180
1782,10-05-2011,2,0,16,0,2,1,1,0.66,0.6212,0.933925928,0.31,56,271,327
1783,10-05-2011,2,0,17,0,2,1,1,0.64,0.6212,0.835240753,0.33,79,532,611
1784,10-05-2011,2,0,18,0,2,1,1,0.64,0.6212,0.839378017,0.29,70,480,550
1785,10-05-2011,2,0,19,0,2,1,1,0.6,0.6212,0.805185921,0.43,69,365,434
1786,10-05-2011,2,0,21,0,2,1,1,0.54,0.5152,0.746417984,0.52,30,173,203
1787,10-05-2011,2,0,22,0,2,1,1,0.52,0.5,0.751259707,0.55,29,121,150
1788,10-05-2011,2,0,23,0,2,1,2,0.52,0.5,0.663985532,0.59,9,72,81
1789,11-05-2011,2,0,1,0,3,1,2,0.5,0.4848,0.675244629,0.59,4,16,20
1790,11-05-2011,2,0,3,0,3,1,1,0.5,0.4848,0.611076471,0.63,0,3,3
1791,11-05-2011,2,0,4,0,3,1,2,0.48,0.4697,0.504590024,0.88,0,2,2
1792,11-05-2011,2,0,6,0,3,1,1,0.46,0.4545,0.523535256,0.82,6,93,99
1793,11-05-2011,2,0,8,0,3,1,1,0.48,0.4697,0.464162819,0.77,21,421,442
1794,11-05-2011,2,0,9,0,3,1,1,0.52,0.5,0.451288243,0.72,21,182,203
1795,11-05-2011,2,0,10,0,3,1,1,0.54,0.5152,0.440413268,0.68,30,124,154
1796,11-05-2011,2,0,11,0,3,1,1,0.56,0.5303,0.422228788,0.64,18,123,141
1797,11-05-2011,2,0,12,0,3,1,1,0.6,0.6212,0.412907023,0.56,41,185,226
1798,11-05-2011,2,0,13,0,3,1,1,0.62,0.6212,0.421886499,0.5,36,157,193
1799,11-05-2011,2,0,14,0,3,1,1,0.62,0.6212,0.449474888,0.53,36,141,177
1800,11-05-2011,2,0,15,0,3,1,1,0.64,0.6212,0.466268358,0.41,48,131,179
1801,11-05-2011,2,0,17,0,3,1,1,0.64,0.6212,0.465589027,0.47,17,242,259
1802,11-05-2011,2,0,18,0,3,1,1,0.62,0.6212,0.470977512,0.5,40,234,274
1803,11-05-2011,2,0,19,0,3,1,1,0.56,0.5303,0.501035307,0.52,60,341,401
1804,11-05-2011,2,0,20,0,3,1,1,0.54,0.5152,0.516931572,0.64,28,245,273
1805,11-05-2011,2,0,21,0,3,1,1,0.54,0.5152,0.503240727,0.6,32,202,234
1806,12-05-2011,2,0,1,0,4,1,1,0.46,0.4545,0.46420328,0.88,1,16,17
1807,12-05-2011,2,0,3,0,4,1,1,0.44,0.4394,0.531558623,0.88,0,5,5
1808,12-05-2011,2,0,4,0,4,1,1,0.42,0.4242,0.564072351,0.94,1,5,6
1809,12-05-2011,2,0,5,0,4,1,1,0.42,0.4242,0.577337175,0.94,2,27,29
1810,12-05-2011,2,0,7,0,4,1,1,0.46,0.4545,0.539344719,0.88,14,283,297
1811,12-05-2011,2,0,8,0,4,1,1,0.48,0.4697,0.535526678,0.82,27,394,421
1812,12-05-2011,2,0,17,0,4,1,2,0.64,0.6212,0.546186,0.57,54,540,594
1813,12-05-2011,2,0,18,0,4,1,1,0.62,0.6061,0.527247743,0.69,64,463,527
1814,12-05-2011,2,0,19,0,4,1,2,0.6,0.6061,0.532870457,0.64,59,305,364
1815,12-05-2011,2,0,20,0,4,1,1,0.6,0.6061,0.506577188,0.64,56,220,276
1816,12-05-2011,2,0,22,0,4,1,1,0.54,0.5152,0.43902329,0.83,25,147,172
1817,12-05-2011,2,0,23,0,4,1,2,0.54,0.5152,0.403753979,0.77,16,87,103
1818,13-05-2011,2,0,0,0,5,1,2,0.52,0.5,0.375444475,0.83,6,46,52
1819,13-05-2011,2,0,2,0,5,1,2,0.5,0.4848,0.391428569,0.88,3,8,11
1820,13-05-2011,2,0,3,0,5,1,2,0.5,0.4848,0.418983309,0.88,2,2,4
1821,13-05-2011,2,0,4,0,5,1,3,0.5,0.4848,0.449948602,0.88,2,3,5
1822,13-05-2011,2,0,6,0,5,1,3,0.5,0.4848,0.44631997,0.88,6,76,82
1823,13-05-2011,2,0,7,0,5,1,3,0.5,0.4848,0.474678124,0.88,16,141,157
1824,13-05-2011,2,0,8,0,5,1,2,0.5,0.4848,0.499560373,0.88,26,361,387
1825,13-05-2011,2,0,10,0,5,1,2,0.52,0.5,0.500743935,0.83,31,99,130
1826,13-05-2011,2,0,11,0,5,1,2,0.52,0.5,-200,0.83,56,90,146
1827,13-05-2011,2,0,12,0,5,1,2,0.52,0.5,-200,0.88,53,170,223
1828,13-05-2011,2,0,14,0,5,1,2,0.52,0.5,-200,0.87,70,120,190
1829,13-05-2011,2,0,15,0,5,1,2,0.52,0.5,-200,0.88,56,142,198
1830,13-05-2011,2,0,17,0,5,1,3,0.52,0.5,-200,0.88,62,429,491
1831,13-05-2011,2,0,18,0,5,1,3,0.52,0.5,-200,0.88,39,359,398
1832,13-05-2011,2,0,19,0,5,1,2,0.52,0.5,-200,0.83,25,245,270
1833,13-05-2011,2,0,20,0,5,1,2,0.52,0.5,-200,0.83,22,130,152
1834,13-05-2011,2,0,21,0,5,1,2,0.52,0.5,-200,0.84,24,130,154
1835,14-05-2011,2,0,1,0,6,0,2,0.5,0.4848,-200,0.88,18,64,82
1836,14-05-2011,2,0,2,0,6,0,2,0.5,0.4848,-200,0.88,15,37,52
1837,14-05-2011,2,0,3,0,6,0,2,0.5,0.4848,-200,0.88,5,30,35
1838,14-05-2011,2,0,5,0,6,0,2,0.5,0.4848,-200,0.82,7,7,14
1839,14-05-2011,2,0,7,0,6,0,3,0.48,0.4697,-200,1,4,28,32
1840,14-05-2011,2,0,8,0,6,0,3,0.5,0.4848,0.843977022,0.94,16,72,88
1841,14-05-2011,2,0,10,0,6,0,2,0.52,0.5,0.793775179,0.94,34,133,167
1842,14-05-2011,2,0,11,0,6,0,2,0.52,0.5,0.819289473,0.94,72,207,279
1843,14-05-2011,2,0,15,0,6,0,2,0.54,0.5152,0.789677044,0.94,73,221,294
1844,14-05-2011,2,0,16,0,6,0,2,0.54,0.5152,0.748918392,0.94,107,188,295
1845,14-05-2011,2,0,19,0,6,0,3,0.54,0.5152,0.630333064,0.94,69,179,248
1846,14-05-2011,2,0,21,0,6,0,3,0.54,0.5152,0.624921462,0.94,15,44,59
1847,14-05-2011,2,0,22,0,6,0,3,0.54,0.5152,0.639407393,0.94,7,19,26
1848,14-05-2011,2,0,23,0,6,0,3,0.52,0.5,0.703917096,1,11,33,44
1849,15-05-2011,2,0,1,0,0,0,2,0.52,0.5,0.721559851,1,4,43,47
1850,15-05-2011,2,0,3,0,0,0,2,0.52,0.5,0.675361137,1,11,21,32
1851,15-05-2011,2,0,4,0,0,0,2,0.52,0.5,0.761623789,1,5,8,13
1852,15-05-2011,2,0,5,0,0,0,3,0.52,0.5,0.780378991,1,3,11,14
1853,15-05-2011,2,0,7,0,0,0,2,0.52,0.5,0.745822075,1,4,38,42
1854,15-05-2011,2,0,8,0,0,0,2,0.54,0.5152,0.761659392,0.94,24,46,70
1855,15-05-2011,2,0,9,0,0,0,1,0.58,0.5455,0.834894918,0.83,36,98,134
1856,15-05-2011,2,0,10,0,0,0,1,0.58,0.5455,0.835463947,0.83,73,153,226
1857,15-05-2011,2,0,12,0,0,0,1,0.62,0.5909,0.822811594,0.73,120,247,367
1858,15-05-2011,2,0,13,0,0,0,1,0.62,0.5909,0.846817577,0.73,195,261,456
1859,15-05-2011,2,0,14,0,0,0,1,0.64,0.6061,0.839407251,0.73,183,254,437
1860,15-05-2011,2,0,15,0,0,0,1,0.66,0.6212,0.850460753,0.69,206,253,459
1861,15-05-2011,2,0,16,0,0,0,1,0.64,0.6061,0.865914208,0.69,158,282,440
1862,15-05-2011,2,0,17,0,0,0,3,0.56,0.5303,0.882994762,0.78,137,255,392
1863,15-05-2011,2,0,19,0,0,0,1,0.56,0.5303,0.903935997,0.83,78,153,231
1864,15-05-2011,2,0,21,0,0,0,1,0.54,0.5152,0.900151773,0.88,44,107,151
1865,15-05-2011,2,0,22,0,0,0,1,0.56,0.5303,0.908827254,0.83,29,88,117
1866,15-05-2011,2,0,23,0,0,0,1,0.54,0.5152,0.785261248,0.88,18,51,69
1867,16-05-2011,2,0,0,0,1,1,1,0.52,0.5,0.856041102,0.94,17,21,38
1868,16-05-2011,2,0,2,0,1,1,1,0.5,0.4848,0.756515649,1,4,9,13
1869,16-05-2011,2,0,5,0,1,1,1,0.5,0.4848,0.801528524,0.93,1,20,21
1870,16-05-2011,2,0,6,0,1,1,1,0.52,0.5,0.80139169,0.88,11,93,104
1871,16-05-2011,2,0,7,0,1,1,1,0.52,0.5,0.710606967,0.83,27,245,272
1872,16-05-2011,2,0,8,0,1,1,1,0.56,0.5303,0.845226301,0.73,28,366,394
1873,16-05-2011,2,0,9,0,1,1,1,0.6,0.5909,0.825571436,0.69,38,156,194
1874,16-05-2011,2,0,12,0,1,1,1,0.66,0.6212,0.875783822,0.54,72,137,209
1875,16-05-2011,2,0,13,0,1,1,1,0.68,0.6364,0.822491436,0.51,61,153,214
1876,16-05-2011,2,0,15,0,1,1,1,0.72,0.6667,0.82843344,0.51,55,110,165
1877,16-05-2011,2,0,16,0,1,1,3,0.6,0.5758,0.843472568,0.78,45,181,226
1878,16-05-2011,2,0,17,0,1,1,1,0.58,0.5455,0.851140266,0.88,47,227,274
1879,16-05-2011,2,0,18,0,1,1,3,0.58,0.5455,0.904454985,0.83,55,398,453
1880,16-05-2011,2,0,19,0,1,1,1,0.58,0.5455,0.902962182,0.83,36,272,308
1881,16-05-2011,2,0,21,0,1,1,1,0.58,0.5455,0.929499574,0.83,28,149,177
1882,17-05-2011,2,0,0,0,2,1,2,0.56,0.5303,0.90278142,0.88,13,18,31
1883,17-05-2011,2,0,4,0,2,1,3,0.54,0.5152,0.919038562,0.94,2,2,4
1884,17-05-2011,2,0,8,0,2,1,2,0.52,0.5,0.901946166,0.94,22,325,347
1885,17-05-2011,2,0,9,0,2,1,2,0.54,0.5152,0.92470341,0.88,17,190,207
1886,17-05-2011,2,0,10,0,2,1,3,0.54,0.5152,0.94158063,0.88,31,73,104
1887,17-05-2011,2,0,11,0,2,1,2,0.56,0.5303,0.955859025,0.83,26,104,130
1888,17-05-2011,2,0,12,0,2,1,3,0.56,0.5303,1.061446314,0.83,38,115,153
1889,17-05-2011,2,0,13,0,2,1,2,0.56,0.5303,1.047743294,0.88,31,141,172
1890,17-05-2011,2,0,14,0,2,1,1,0.62,0.5909,0.988899032,0.73,61,123,184
1891,17-05-2011,2,0,15,0,2,1,1,0.62,0.6061,0.949462438,0.69,79,131,210
1892,17-05-2011,2,0,16,0,2,1,1,0.62,0.6061,0.928468528,0.61,73,217,290
1893,17-05-2011,2,0,17,0,2,1,1,0.62,0.6061,0.993144955,0.65,83,521,604
1894,17-05-2011,2,0,18,0,2,1,1,0.6,0.5909,0.769189627,0.69,54,426,480
1895,17-05-2011,2,0,19,0,2,1,1,0.6,0.5909,0.861266815,0.69,51,298,349
1896,17-05-2011,2,0,22,0,2,1,2,0.54,0.5152,1.17858655,0.88,12,86,98
1897,18-05-2011,2,0,1,0,3,1,2,0.54,0.5152,1.214835434,0.88,3,9,12
1898,18-05-2011,2,0,2,0,3,1,3,0.52,0.5,1.157299994,0.94,1,5,6
1899,18-05-2011,2,0,4,0,3,1,3,0.52,0.5,1.104325158,0.94,1,2,3
1900,18-05-2011,2,0,5,0,3,1,1,0.52,0.5,1.103009705,1,0,9,9
1901,18-05-2011,2,0,8,0,3,1,1,0.56,0.5303,1.069664039,0.88,25,428,453
1902,18-05-2011,2,0,9,0,3,1,3,0.56,0.5303,1.060593323,0.83,26,176,202
1903,18-05-2011,2,0,10,0,3,1,3,0.54,0.5152,1.027877799,0.88,33,73,106
1904,18-05-2011,2,0,11,0,3,1,2,0.54,0.5152,1.028649681,0.94,6,17,23
1905,18-05-2011,2,0,12,0,3,1,1,0.56,0.5303,1.050392826,0.94,12,42,54
1906,18-05-2011,2,0,14,0,3,1,2,0.58,0.5455,1.035517141,0.78,44,94,138
1907,18-05-2011,2,0,15,0,3,1,1,0.6,0.5758,1.037932758,0.78,34,133,167
1908,18-05-2011,2,0,16,0,3,1,1,0.6,0.5909,0.996961393,0.73,53,241,294
1909,18-05-2011,2,0,17,0,3,1,1,0.6,0.5909,0.938256569,0.69,78,487,565
1910,18-05-2011,2,0,18,0,3,1,1,0.6,0.5909,0.919236093,0.73,58,431,489
1911,18-05-2011,2,0,19,0,3,1,3,0.56,0.5303,0.908100955,0.88,43,288,331
1912,18-05-2011,2,0,20,0,3,1,3,0.56,0.5303,0.872801195,0.88,24,189,213
1913,18-05-2011,2,0,22,0,3,1,1,0.52,0.5,0.887849525,0.83,14,103,117
1914,18-05-2011,2,0,23,0,3,1,1,0.52,0.5,0.897469586,0.94,10,49,59
1915,19-05-2011,2,0,1,0,4,1,1,0.5,0.4848,0.900361298,0.94,2,4,6
1916,19-05-2011,2,0,2,0,4,1,1,0.5,0.4848,0.861521438,0.94,3,12,15
1917,19-05-2011,2,0,4,0,4,1,1,0.48,0.4697,0.862043167,0.94,2,3,5
1918,19-05-2011,2,0,7,0,4,1,2,0.5,0.4848,0.846110122,1,18,239,257
1919,19-05-2011,2,0,8,0,4,1,2,0.52,0.5,0.84994506,0.88,34,453,487
1920,19-05-2011,2,0,9,0,4,1,2,0.54,0.5152,0.844180918,0.88,40,176,216
1921,19-05-2011,2,0,12,0,4,1,2,0.58,0.5455,0.836475724,0.78,38,130,168
1922,19-05-2011,2,0,15,0,4,1,1,0.56,0.5303,0.825036771,0.78,63,125,188
1923,19-05-2011,2,0,16,0,4,1,1,0.58,0.5455,0.806105864,0.64,55,247,302
1924,19-05-2011,2,0,17,0,4,1,1,0.56,0.5303,0.814914521,0.78,60,487,547
1925,19-05-2011,2,0,18,0,4,1,1,0.6,0.6212,0.825762662,0.55,59,454,513
1926,19-05-2011,2,0,19,0,4,1,1,0.58,0.5455,0.832658598,0.6,65,345,410
1927,19-05-2011,2,0,20,0,4,1,1,0.54,0.5152,0.831984583,0.77,46,236,282
1928,19-05-2011,2,0,22,0,4,1,3,0.5,0.4848,0.843964619,0.82,11,68,79
1929,19-05-2011,2,0,23,0,4,1,1,0.48,0.4697,0.924786043,0.94,9,63,72
1930,20-05-2011,2,0,5,0,5,1,1,0.44,0.4394,0.904758026,0.94,0,28,28
1931,20-05-2011,2,0,6,0,5,1,1,0.46,0.4545,0.918457063,0.88,15,102,117
1932,20-05-2011,2,0,8,0,5,1,1,0.54,0.5152,0.91784201,0.68,41,476,517
1933,20-05-2011,2,0,10,0,5,1,1,0.56,0.5303,0.929469222,0.64,44,104,148
1934,20-05-2011,2,0,11,0,5,1,2,0.58,0.5455,0.938461445,0.6,63,133,196
1935,20-05-2011,2,0,13,0,5,1,3,0.6,0.6212,0.883694214,0.56,60,172,232
1936,20-05-2011,2,0,16,0,5,1,2,0.6,0.6212,0.833494755,0.53,61,269,330
1937,20-05-2011,2,0,17,0,5,1,1,0.62,0.6212,0.833858637,0.53,71,483,554
1938,20-05-2011,2,0,18,0,5,1,1,0.6,0.6212,0.824912449,0.56,79,394,473
1939,20-05-2011,2,0,19,0,5,1,1,0.58,0.5455,0.802379269,0.64,49,253,302
1940,20-05-2011,2,0,20,0,5,1,1,0.58,0.5455,0.777128349,0.64,40,180,220
1941,20-05-2011,2,0,21,0,5,1,1,0.56,0.5303,0.759499964,0.64,40,155,195
1942,20-05-2011,2,0,22,0,5,1,1,0.54,0.5152,0.702794706,0.73,28,124,152
1943,20-05-2011,2,0,23,0,5,1,1,0.52,0.5,0.723186779,0.72,15,100,115
1944,21-05-2011,2,0,0,0,6,0,1,0.52,0.5,0.74503107,0.77,20,78,98
1945,21-05-2011,2,0,1,0,6,0,1,0.52,0.5,0.781733783,0.72,8,64,72
1946,21-05-2011,2,0,2,0,6,0,1,0.52,0.5,0.857961272,0.72,5,35,40
1947,21-05-2011,2,0,3,0,6,0,1,0.48,0.4697,0.84082012,0.82,7,12,19
1948,21-05-2011,2,0,5,0,6,0,1,0.46,0.4545,0.866311424,0.88,1,4,5
1949,21-05-2011,2,0,6,0,6,0,1,0.5,0.4848,0.89126534,0.82,6,22,28
1950,21-05-2011,2,0,10,0,6,0,1,0.62,0.6061,0.927113834,0.61,122,201,323
1951,21-05-2011,2,0,11,0,6,0,1,0.64,0.6212,0.959729888,0.53,173,245,418
1952,21-05-2011,2,0,12,0,6,0,1,0.66,0.6212,0.981198328,0.5,222,271,493
1953,21-05-2011,2,0,13,0,6,0,1,0.7,0.6364,0.963575402,0.45,191,271,462
1954,21-05-2011,2,0,14,0,6,0,1,0.72,0.6515,0.970275538,0.42,187,269,456
1955,21-05-2011,2,0,15,0,6,0,1,0.72,0.6515,0.96935517,0.45,232,274,506
1956,21-05-2011,2,0,16,0,6,0,2,0.72,0.6515,0.970862524,0.39,204,267,471
1957,21-05-2011,2,0,17,0,6,0,2,0.72,0.6515,0.978519028,0.42,191,253,444
1958,21-05-2011,2,0,18,0,6,0,2,0.7,0.6364,1.001737379,0.45,191,253,444
1959,21-05-2011,2,0,20,0,6,0,1,0.62,0.6061,1.018547319,0.61,84,164,248
1960,21-05-2011,2,0,22,0,6,0,1,0.6,0.5909,1.068310722,0.69,78,126,204
1961,21-05-2011,2,0,23,0,6,0,1,0.58,0.5455,1.077308609,0.78,42,103,145
1962,22-05-2011,2,0,0,0,0,0,1,0.54,0.5152,1.018771843,0.88,31,100,131
1963,22-05-2011,2,0,2,0,0,0,1,0.52,0.5,0.96951849,0.94,18,50,68
1964,22-05-2011,2,0,3,0,0,0,1,0.5,0.4848,1.072422202,1,10,23,33
1965,22-05-2011,2,0,4,0,0,0,1,0.5,0.4848,1.127780781,1,3,9,12
1966,22-05-2011,2,0,8,0,0,0,1,0.6,0.5909,1.015040283,0.73,29,65,94
1967,22-05-2011,2,0,9,0,0,0,1,0.62,0.6061,1.113228384,0.69,59,130,189
1968,22-05-2011,2,0,10,0,0,0,1,0.64,0.6061,1.126704697,0.65,135,170,305
1969,22-05-2011,2,0,11,0,0,0,1,0.7,0.6515,1.148534112,0.54,164,209,373
1970,22-05-2011,2,0,12,0,0,0,2,0.72,0.6667,1.145435941,0.51,146,255,401
1971,22-05-2011,2,0,13,0,0,0,2,0.66,0.6212,1.204383699,0.54,180,275,455
1972,22-05-2011,2,0,15,0,0,0,2,0.66,0.6212,1.518995774,0.61,110,221,331
1973,22-05-2011,2,0,16,0,0,0,1,0.68,0.6364,1.629648245,0.61,72,201,273
1974,22-05-2011,2,0,18,0,0,0,1,0.66,0.6212,1.621193077,0.61,120,238,358
1975,22-05-2011,2,0,19,0,0,0,1,0.66,0.6212,1.607426841,0.61,107,193,300
1976,22-05-2011,2,0,21,0,0,0,1,0.62,0.5909,1.544253932,0.73,27,109,136
1977,23-05-2011,2,0,0,0,1,1,2,0.56,0.5303,1.560787768,0.88,23,18,41
1978,23-05-2011,2,0,2,0,1,1,3,0.56,0.5303,1.51041522,0.88,2,3,5
1979,23-05-2011,2,0,3,0,1,1,3,0.54,0.5152,1.531824252,0.94,0,4,4
1980,23-05-2011,2,0,4,0,1,1,2,0.54,0.5152,1.545213545,0.94,2,2,4
1981,23-05-2011,2,0,8,0,1,1,1,0.6,0.5455,1.541199135,0.88,50,359,409
1982,23-05-2011,2,0,10,0,1,1,1,0.66,0.6212,1.547240693,0.74,49,72,121
1983,23-05-2011,2,0,11,0,1,1,1,0.68,0.6364,1.541986087,0.69,73,107,180
1984,23-05-2011,2,0,12,0,1,1,1,0.68,0.6364,1.482598667,0.69,65,139,204
1985,23-05-2011,2,0,13,0,1,1,2,0.74,0.6818,1.502272479,0.58,49,155,204
1986,23-05-2011,2,0,14,0,1,1,2,0.72,0.6818,1.49692758,0.62,57,130,187
1987,23-05-2011,2,0,17,0,1,1,3,0.72,0.6818,1.577454121,0.7,56,373,429
1988,23-05-2011,2,0,18,0,1,1,1,0.7,0.6667,1.450949976,0.74,68,385,453
1989,23-05-2011,2,0,19,0,1,1,1,0.7,0.6667,1.426218392,0.74,56,302,358
1990,23-05-2011,2,0,20,0,1,1,1,0.64,0.5758,1.448655103,0.83,39,271,310
1991,24-05-2011,2,0,1,0,2,1,2,0.6,0.5152,1.462820974,0.94,6,9,15
1992,24-05-2011,2,0,3,0,2,1,2,0.58,0.5455,1.463589376,0.94,0,2,2
1993,24-05-2011,2,0,5,0,2,1,2,0.58,0.5455,1.49683423,0.94,2,22,24
1994,24-05-2011,2,0,8,0,2,1,3,0.62,0.5758,1.66879711,0.83,31,403,434
1995,24-05-2011,2,0,10,0,2,1,1,0.7,0.6515,1.643588313,0.61,18,90,108
1996,24-05-2011,2,0,12,0,2,1,1,0.76,0.6818,1.632898556,0.45,41,129,170
1997,24-05-2011,2,0,13,0,2,1,1,0.78,0.697,1.591357595,0.46,38,152,190
1998,24-05-2011,2,0,16,0,2,1,1,0.66,0.6212,1.525104046,0.69,52,225,277
1999,24-05-2011,2,0,17,0,2,1,1,0.7,0.6515,1.526876392,0.61,56,492,548
2000,24-05-2011,2,0,18,0,2,1,1,0.7,0.6515,1.520334229,0.7,74,490,564
2001,24-05-2011,2,0,19,0,2,1,1,0.66,0.6212,1.504255453,0.74,45,310,355
2002,24-05-2011,2,0,23,0,2,1,3,0.66,0.6212,1.496172271,0.74,13,53,66
2003,25-05-2011,2,0,3,0,3,1,1,0.54,0.5152,1.468915438,1,0,9,9
2004,25-05-2011,2,0,4,0,3,1,1,0.54,0.5152,1.474216106,1,0,3,3
2005,25-05-2011,2,0,6,0,3,1,1,0.56,0.5303,1.476855997,0.94,4,113,117
2006,25-05-2011,2,0,7,0,3,1,1,0.62,0.5909,1.484304069,0.73,29,284,313
2007,25-05-2011,2,0,8,0,3,1,1,0.64,0.6061,1.500205001,0.69,36,495,531
2008,25-05-2011,2,0,11,0,3,1,1,0.74,0.6667,1.497299869,0.51,36,104,140
2009,25-05-2011,2,0,13,0,3,1,1,0.74,0.6818,1.472417344,0.55,39,163,202
2010,25-05-2011,2,0,15,0,3,1,1,0.76,0.697,1.449190006,0.52,37,145,182
2011,25-05-2011,2,0,17,0,3,1,1,0.74,0.6667,1.36031981,0.51,77,524,601
2012,25-05-2011,2,0,18,0,3,1,1,0.72,0.6667,1.358143131,0.58,66,451,517
2013,25-05-2011,2,0,19,0,3,1,1,0.7,0.6515,1.349318127,0.61,73,332,405
2014,25-05-2011,2,0,20,0,3,1,1,0.7,0.6515,1.428556566,0.61,56,284,340
2015,25-05-2011,2,0,22,0,3,1,1,0.66,0.6212,1.412730881,0.69,34,140,174
2016,26-05-2011,2,0,1,0,4,1,1,0.64,0.6061,1.398486995,0.73,3,13,16
2017,26-05-2011,2,0,3,0,4,1,1,0.6,0.5455,1.513467125,0.88,0,4,4
2018,26-05-2011,2,0,4,0,4,1,1,0.6,0.5455,1.557272624,0.88,0,2,2
2019,26-05-2011,2,0,5,0,4,1,2,0.6,0.5455,1.545433144,0.88,2,25,27
2020,26-05-2011,2,0,6,0,4,1,2,0.6,0.5,1.535291587,1,4,94,98
2021,26-05-2011,2,0,7,0,4,1,2,0.62,0.5455,1.57985895,0.94,16,270,286
2022,26-05-2011,2,0,8,0,4,1,2,0.66,0.6061,1.56174526,0.83,31,458,489
2023,26-05-2011,2,0,11,0,4,1,1,0.74,0.697,1.567983483,0.66,36,124,160
2024,26-05-2011,2,0,12,0,4,1,1,0.78,0.7424,1.669862165,0.59,53,141,194
2025,26-05-2011,2,0,13,0,4,1,1,0.82,0.7727,1.703970762,0.52,52,145,197
2026,26-05-2011,2,0,14,0,4,1,1,0.82,0.7727,1.327568446,0.52,44,145,189
2027,26-05-2011,2,0,17,0,4,1,1,0.8,0.7273,1.365531175,0.46,49,445,494
2028,26-05-2011,2,0,18,0,4,1,1,0.8,0.7273,1.345970613,0.46,74,404,478
2029,26-05-2011,2,0,19,0,4,1,1,0.78,0.697,1.347871325,0.46,67,311,378
2030,26-05-2011,2,0,21,0,4,1,1,0.72,0.6818,1.339345413,0.62,45,178,223
2031,26-05-2011,2,0,23,0,4,1,1,0.7,0.6515,1.32679446,0.65,17,73,90
2032,27-05-2011,2,0,1,0,5,1,1,0.7,0.6515,1.241796391,0.58,14,36,50
